Minat Mahasiswa 1,Minat Mahasiswa 2,Minat Mahasiswa 3,Minat Mahasiswa 4,Minat Mahasiswa 5,Minat Mahasiswa 6,Minat Mahasiswa 7,Minat Mahasiswa 8,Minat Mahasiswa 9,Minat Mahasiswa 10,Kemampuan Teknis 11,Kemampuan Teknis 12,Kemampuan Teknis 13,Kemampuan Teknis 14,Kemampuan Teknis 15,Kemampuan Teknis 16,Kemampuan Teknis 17,Kemampuan Teknis 18,Kemampuan Teknis 19,Kemampuan Teknis 20,Preferensi Gaya Belajar 21,Preferensi Gaya Belajar 22,Preferensi Gaya Belajar 23,Preferensi Gaya Belajar 24,Preferensi Gaya Belajar 25,Preferensi Gaya Belajar 26,Preferensi Gaya Belajar 27,Preferensi Gaya Belajar 28,Preferensi Gaya Belajar 29,Preferensi Gaya Belajar 30,Tujuan Karir 31,Tujuan Karir 32,Tujuan Karir 33,Tujuan Karir 34,Tujuan Karir 35,Tujuan Karir 36,Tujuan Karir 37,Tujuan Karir 38,Tujuan Karir 39,Tujuan Karir 40,Cluster
4,5,3,4,2,5,3,5,3,3,4,5,4,4,4,4,4,2,3,2,4,3,5,4,3,4,4,4,4,4,4,5,3,3,3,4,4,4,2,3,1
4,4,3,4,2,4,4,4,3,4,4,4,4,5,4,3,5,2,3,2,4,2,5,3,3,3,3,4,3,4,4,4,2,4,3,3,3,5,1,3,1
4,4,3,3,1,5,3,4,2,3,3,5,3,5,4,3,5,1,3,2,5,2,5,3,3,4,4,4,4,5,3,5,3,3,3,4,4,4,2,3,1
4,4,3,4,2,4,4,4,3,3,4,5,3,5,4,4,5,2,4,2,5,3,4,4,4,3,3,4,4,5,3,4,2,4,4,3,3,5,2,4,1
3,5,3,4,2,4,4,5,2,4,4,4,3,4,4,4,5,1,4,3,4,2,4,3,3,4,3,4,4,5,3,4,2,3,4,4,3,4,1,3,1
3,4,2,3,1,4,4,4,3,4,4,4,3,4,5,4,5,1,3,3,5,2,5,4,3,4,4,4,4,5,3,5,3,4,3,4,3,5,1,3,1
3,4,3,4,1,5,4,4,2,4,3,5,4,5,5,3,4,2,4,2,5,2,5,3,3,4,3,5,3,4,3,4,2,4,4,3,4,5,2,4,1
4,5,2,3,1,4,3,4,3,3,3,4,3,4,4,4,5,1,3,2,4,3,5,4,3,3,3,4,4,5,4,4,3,4,3,4,4,5,1,3,1
4,4,2,3,1,4,4,4,2,4,4,4,4,4,4,4,5,1,4,2,4,2,4,4,3,4,3,5,4,5,3,5,2,4,4,3,3,5,2,4,1
4,5,3,3,1,4,4,5,2,4,3,5,4,4,4,3,4,2,3,3,5,3,5,4,4,4,4,5,4,4,3,4,3,4,3,4,3,4,1,4,1
4,5,2,4,1,4,4,4,2,3,4,4,4,4,5,3,5,1,3,2,4,3,4,3,4,4,3,4,3,4,3,5,2,4,4,3,4,4,1,4,1
3,4,3,4,2,4,4,5,2,4,3,5,3,5,5,4,4,2,3,3,5,2,4,3,3,4,3,5,3,4,3,4,3,4,3,3,4,5,2,3,1
4,4,2,4,1,4,3,4,3,3,4,4,3,5,4,3,4,2,4,2,4,2,5,4,3,4,4,4,4,4,4,4,3,3,4,3,4,5,2,3,1
4,5,3,3,2,4,4,4,2,4,3,4,3,5,5,3,5,1,4,2,5,3,4,3,3,3,4,4,4,4,3,4,3,3,4,4,4,4,2,4,1
4,4,3,4,1,5,3,5,3,3,3,5,4,4,4,3,5,1,4,3,5,2,5,3,4,4,4,4,3,4,4,4,3,3,3,3,4,4,1,3,1
4,4,2,4,2,4,4,4,3,3,3,4,4,5,5,4,4,1,4,3,4,2,5,3,3,3,4,4,4,5,4,5,3,3,3,4,3,4,1,4,1
3,5,3,4,2,5,3,4,2,4,4,4,4,5,5,4,5,1,4,2,4,2,5,3,4,4,3,4,4,4,3,5,3,4,4,3,4,4,1,4,1
4,5,2,3,1,4,3,5,3,4,4,5,4,4,5,3,5,2,4,3,4,2,4,4,3,3,3,4,4,5,4,4,2,4,4,3,4,5,2,4,1
4,4,2,4,2,4,3,4,3,3,3,5,4,4,4,3,5,1,4,3,5,3,5,4,3,3,3,4,3,4,3,4,3,4,3,4,3,4,1,4,1
3,4,3,3,2,4,4,5,3,3,4,5,4,4,4,4,4,2,4,2,4,3,4,3,3,4,3,5,4,4,3,5,2,4,3,4,4,5,1,3,1
4,4,3,3,1,4,3,5,3,3,4,5,3,4,4,4,5,2,3,2,4,3,4,3,4,4,3,4,3,5,3,4,3,4,3,3,3,5,2,3,1
3,4,2,4,1,4,3,5,2,3,3,4,4,5,4,4,5,1,4,2,5,3,5,4,3,3,3,5,4,4,4,5,3,4,4,3,3,4,2,3,1
3,4,2,4,1,5,3,5,3,4,4,5,3,4,5,4,4,2,3,3,5,2,5,3,3,4,3,4,4,5,4,5,2,4,4,3,4,4,1,4,1
4,5,3,4,1,5,4,5,2,4,3,5,3,5,5,3,4,2,4,3,4,2,5,3,3,3,3,5,4,5,3,4,3,4,4,4,3,5,2,4,1
4,5,2,3,1,5,4,5,3,3,3,4,3,4,4,3,5,2,4,2,4,3,5,4,3,4,3,4,4,5,3,4,2,3,4,4,3,4,2,4,1
4,5,3,3,1,4,4,5,2,4,3,5,4,5,5,4,5,1,3,3,5,3,5,4,3,3,3,4,4,4,3,5,3,4,3,3,4,4,1,3,1
3,4,2,3,2,4,4,4,2,3,4,5,4,4,4,3,4,1,3,3,4,3,4,3,3,4,3,5,4,5,4,5,2,3,3,4,3,5,2,4,1
4,4,2,4,2,4,3,5,3,3,3,4,4,5,5,3,4,2,4,3,4,3,4,4,3,3,3,4,3,5,3,5,3,3,3,3,3,5,1,3,1
3,4,3,4,2,4,4,4,2,3,4,4,3,5,5,4,5,2,3,2,4,3,4,3,3,4,3,4,3,5,4,5,3,4,3,4,4,5,2,4,1
3,4,2,3,1,4,3,5,3,4,3,5,4,4,5,4,4,2,3,3,5,3,5,3,4,3,4,5,4,5,4,5,2,3,4,4,3,5,2,4,1
4,4,3,4,2,4,3,4,3,4,3,5,3,5,5,4,5,2,4,3,4,3,4,4,4,3,4,4,4,4,4,5,3,4,3,4,4,5,1,4,1
3,4,2,4,1,5,3,5,3,3,3,4,3,5,4,4,4,1,3,3,5,3,5,3,3,4,3,4,3,4,4,4,3,4,4,3,3,5,1,4,1
3,5,2,3,1,5,3,4,2,4,3,4,3,4,5,3,5,2,3,2,5,2,4,4,4,3,4,4,4,5,4,5,2,3,4,3,3,5,2,3,1
4,5,3,4,2,4,4,4,3,4,4,4,4,4,5,3,4,2,4,2,5,3,5,4,4,4,4,5,4,5,4,4,2,4,4,4,3,5,1,3,1
3,4,3,4,1,4,3,4,3,4,3,5,4,5,5,3,5,1,4,3,5,2,5,3,3,4,4,4,3,5,3,5,3,4,3,4,4,4,2,4,1
3,4,2,3,2,5,4,5,3,3,3,4,3,5,4,3,4,2,3,2,4,2,4,4,4,3,4,4,4,4,3,4,2,3,4,3,4,4,2,4,1
3,4,2,4,1,5,4,5,3,3,3,5,3,5,4,3,5,1,3,3,4,2,5,3,4,3,3,4,3,5,3,5,2,3,3,4,3,4,2,3,1
4,4,3,4,1,4,3,5,3,4,4,5,4,4,5,4,5,2,3,2,4,2,4,4,4,3,4,5,3,4,3,4,3,4,4,3,3,5,1,3,1
3,4,2,3,1,5,4,4,2,3,4,4,4,4,4,3,4,1,3,2,4,3,4,4,3,3,4,5,4,5,4,4,2,4,3,4,4,4,1,4,1
3,5,2,3,1,5,4,5,2,3,4,5,3,5,4,4,5,2,4,2,4,3,5,3,4,3,4,5,3,4,3,4,3,3,4,3,3,4,2,3,1
4,5,3,3,1,4,3,5,2,3,4,4,4,5,5,4,4,2,3,3,5,3,4,4,4,4,4,4,4,5,3,4,3,3,4,3,4,4,1,4,1
4,5,2,4,2,5,4,5,3,3,4,5,4,4,4,4,5,2,4,2,4,3,4,4,3,3,3,5,4,4,4,5,3,3,4,4,4,5,1,4,1
4,4,2,3,2,4,4,5,3,3,3,5,3,5,4,4,5,2,4,2,4,3,5,3,3,4,3,4,4,5,4,4,2,3,4,3,3,5,1,4,1
3,5,3,4,2,4,4,4,2,4,3,5,4,4,5,4,4,1,4,3,4,3,5,4,3,4,4,4,3,4,3,5,2,4,4,3,4,5,1,3,1
4,5,3,3,1,4,3,5,2,4,3,5,4,5,4,3,4,2,4,2,4,3,5,4,4,4,3,5,4,4,3,4,2,3,3,4,3,4,1,4,1
4,4,3,3,2,4,4,4,2,3,3,4,4,5,5,4,5,1,3,2,5,3,5,4,4,4,4,4,3,4,3,5,3,4,4,4,3,5,1,3,1
4,4,2,4,2,5,3,5,2,3,3,4,3,4,4,3,4,2,4,3,4,2,5,3,4,4,3,5,4,4,3,4,2,3,4,3,3,5,2,4,1
3,5,2,3,1,4,3,5,2,4,4,4,3,4,5,4,4,1,3,3,4,3,4,4,4,3,4,4,4,4,4,4,2,3,3,3,3,5,2,4,1
3,5,3,3,1,4,3,5,2,3,3,5,3,5,4,4,4,2,4,3,4,2,4,3,3,4,3,5,3,4,3,4,3,4,4,3,3,4,2,3,1
4,5,2,4,2,4,4,4,3,4,4,5,4,4,5,3,4,2,4,3,5,2,4,3,3,3,4,5,3,5,3,5,2,4,4,3,3,4,2,4,1
4,5,3,3,1,5,3,5,2,3,4,4,4,4,5,3,4,2,3,3,5,2,4,3,3,4,4,5,3,4,3,5,3,3,3,3,3,4,1,4,1
3,4,3,4,1,4,3,5,2,3,4,5,3,5,5,4,5,1,3,3,5,2,4,3,4,3,4,5,3,5,3,5,3,4,3,3,4,5,1,3,1
3,4,3,3,2,5,4,4,2,3,3,4,3,4,5,3,4,1,3,2,5,3,4,4,3,4,4,4,3,4,3,4,3,4,4,3,4,5,2,4,1
3,5,3,4,1,4,3,5,2,4,3,4,3,4,5,4,5,2,4,3,5,2,5,4,3,3,3,4,4,4,4,5,2,3,3,4,3,5,1,4,1
3,5,3,3,1,5,4,5,2,4,4,4,4,5,4,4,4,1,4,2,5,3,5,4,3,3,3,4,3,5,4,5,3,4,4,3,4,4,1,4,1
3,5,2,4,1,4,4,5,2,3,4,5,3,5,4,4,5,1,3,2,4,3,5,3,4,3,4,5,4,4,4,4,2,3,4,4,3,5,1,3,1
4,4,3,4,1,4,3,5,2,4,4,4,3,5,5,3,5,1,3,2,4,2,4,4,4,3,4,4,4,4,3,5,3,4,4,4,4,4,1,3,1
3,5,2,3,1,5,4,5,3,3,4,5,4,4,5,4,4,1,3,3,4,2,4,3,4,3,3,4,3,4,4,4,2,3,4,3,4,5,1,3,1
4,5,3,4,2,4,4,4,2,3,4,5,3,4,5,4,5,2,4,3,4,2,4,3,4,3,4,5,3,5,3,4,2,4,4,3,4,5,1,3,1
3,4,3,4,2,4,4,5,3,4,3,4,3,4,5,3,4,2,4,2,4,3,5,4,4,3,3,4,3,4,3,5,2,3,3,4,3,5,1,4,1
4,4,3,4,2,4,3,4,2,3,4,5,4,5,4,4,5,1,4,3,4,2,5,3,3,4,4,4,4,5,3,4,2,4,3,3,3,4,1,3,1
3,5,2,4,2,5,3,4,2,3,3,4,3,5,4,4,5,1,3,3,5,2,5,4,3,3,3,4,3,4,3,5,3,3,4,3,4,5,2,4,1
4,5,2,3,1,4,3,5,3,3,3,4,3,5,5,3,4,1,3,2,5,2,4,3,4,3,4,5,4,5,4,4,2,3,3,3,3,5,1,3,1
4,4,2,3,1,4,4,5,2,4,4,5,4,5,5,3,5,1,4,3,4,3,4,3,4,3,4,4,4,4,3,4,2,4,4,3,3,5,2,3,1
3,4,2,4,2,4,3,4,2,4,4,4,4,5,5,3,4,1,4,2,4,2,5,4,4,4,3,5,4,5,4,4,2,3,3,4,3,4,1,3,1
3,5,3,3,1,5,3,5,2,3,3,5,4,5,5,4,5,2,3,2,4,2,5,4,4,4,3,5,3,5,4,4,3,3,3,3,4,5,2,4,1
3,4,3,3,1,5,4,4,2,3,3,5,3,5,4,4,4,1,3,2,5,3,5,3,4,3,4,4,3,4,4,4,2,4,3,4,4,4,2,4,1
3,5,2,3,2,5,4,4,3,3,3,4,3,4,5,3,4,1,4,2,5,2,4,4,4,4,4,5,3,4,3,5,2,4,3,3,3,5,2,4,1
4,5,3,4,1,4,3,5,2,3,3,5,3,5,4,3,4,2,3,2,5,3,5,3,3,4,4,5,3,5,4,4,3,3,3,3,4,4,2,3,1
4,4,3,4,2,4,4,5,3,3,3,4,4,4,5,4,5,2,4,3,4,2,4,3,4,3,3,5,3,5,3,5,2,4,3,3,3,4,2,3,1
3,5,3,3,1,5,4,4,3,3,4,4,3,4,5,4,4,1,3,2,5,3,5,4,4,4,4,4,3,4,4,5,3,4,4,3,4,5,2,3,1
3,5,3,3,2,4,4,4,3,3,4,4,3,5,4,3,5,1,3,2,5,3,5,4,4,4,4,5,3,5,4,5,2,4,3,4,3,5,2,3,1
4,5,2,4,1,4,3,5,3,3,3,5,4,4,5,3,4,1,4,3,4,3,5,3,3,3,4,4,3,4,3,5,2,4,3,3,4,5,2,4,1
3,5,3,3,2,4,3,4,3,4,4,4,3,5,4,3,4,2,4,2,5,3,5,3,4,4,4,4,4,4,4,5,3,3,3,4,4,4,1,3,1
4,5,3,4,1,4,4,5,3,3,3,4,3,5,4,3,5,1,4,2,5,3,5,4,4,4,3,4,3,5,3,5,2,3,3,3,3,4,2,4,1
3,5,2,3,2,4,4,5,2,3,4,4,3,4,5,3,5,2,4,3,5,3,5,3,3,4,4,5,4,4,3,4,3,3,3,4,4,5,1,3,1
4,5,3,4,1,4,3,5,3,3,3,4,3,5,4,3,5,1,4,2,5,3,4,4,3,4,4,5,4,5,4,5,3,3,3,4,4,4,1,4,1
3,4,3,3,2,4,3,4,2,4,4,4,3,5,4,3,4,2,3,3,4,2,4,3,3,4,3,4,4,5,3,5,3,4,3,4,4,4,1,3,1
4,4,2,4,2,5,3,5,3,3,3,4,4,5,4,4,4,1,4,2,5,3,5,4,4,4,4,5,4,4,4,4,3,3,4,4,3,5,1,4,1
4,4,2,4,2,5,3,4,2,4,3,4,3,5,4,3,4,2,4,3,5,3,5,4,3,3,4,4,3,4,3,4,2,4,4,3,3,5,2,4,1
4,4,3,4,1,4,4,4,3,4,4,4,4,4,5,4,4,1,4,3,4,2,5,4,4,4,4,5,3,4,4,4,3,3,4,3,3,4,1,3,1
3,5,2,4,2,4,3,5,3,3,3,5,3,5,5,4,4,1,4,2,4,3,4,3,3,4,3,5,3,5,4,4,2,3,4,4,3,4,2,3,1
4,5,3,3,1,5,4,4,2,4,3,4,3,4,5,3,4,1,4,3,4,3,4,4,4,4,3,5,4,5,4,5,3,3,3,3,3,5,1,3,1
3,4,3,3,1,4,3,4,2,3,3,4,3,5,5,3,5,2,4,3,4,2,4,3,4,3,4,5,4,5,4,4,2,4,4,3,4,5,2,4,1
3,5,2,3,1,5,4,5,3,3,3,5,4,4,5,4,5,2,4,3,5,3,4,4,4,3,4,4,3,5,3,4,2,4,3,4,3,4,1,3,1
4,4,2,3,1,4,4,5,3,4,4,4,4,4,5,4,5,1,4,3,4,3,5,4,3,3,4,5,3,4,4,5,2,4,3,3,4,4,1,4,1
3,5,2,3,2,4,4,4,3,3,4,4,4,4,4,4,4,2,3,2,5,3,4,4,3,3,3,5,3,4,3,4,2,3,3,4,4,5,1,3,1
4,5,3,3,1,5,3,4,3,4,4,4,4,5,4,4,5,2,4,3,4,2,5,3,3,4,3,4,4,4,4,4,2,3,3,3,3,5,1,4,1
4,4,3,3,1,4,3,5,2,3,4,5,4,4,5,3,4,1,3,3,5,2,4,3,4,3,4,4,3,5,4,4,2,4,4,4,3,4,2,4,1
3,4,3,3,2,4,3,5,2,3,3,5,4,5,5,3,5,1,3,3,5,2,5,4,3,3,3,5,3,5,3,5,2,4,4,4,3,4,1,4,1
4,4,3,4,1,5,4,4,2,3,4,5,4,5,4,3,4,1,4,3,5,2,4,3,4,3,4,4,4,5,4,4,3,3,4,3,4,4,2,4,1
3,5,2,3,2,4,4,4,3,3,4,5,4,4,4,3,5,1,4,2,5,3,5,4,4,3,3,5,3,4,3,4,2,3,4,3,4,5,1,3,1
4,4,3,3,2,4,3,5,2,3,3,5,3,4,4,4,4,2,3,3,5,2,5,3,4,3,4,4,4,4,3,4,2,4,4,4,4,4,2,4,1
3,4,3,4,1,4,4,5,2,3,3,4,4,5,4,3,4,2,3,2,4,2,5,3,3,4,4,5,3,5,4,5,2,3,3,3,4,5,2,3,1
4,5,2,3,2,4,3,5,3,4,4,5,4,5,5,4,4,1,4,2,4,3,5,4,3,3,3,4,4,5,4,4,3,4,4,3,3,4,1,4,1
3,5,3,4,1,4,4,4,3,3,3,5,4,4,4,4,5,2,3,3,5,2,4,4,3,3,4,4,3,5,4,4,2,4,3,3,3,5,1,3,1
4,5,2,3,1,4,3,4,2,4,4,5,4,5,5,4,4,1,4,3,5,2,5,4,3,3,4,5,4,5,3,4,3,3,4,4,4,5,2,3,1
3,4,3,3,2,4,4,5,2,3,3,5,3,5,4,4,5,2,4,2,4,2,4,4,4,4,4,4,3,5,4,4,2,3,4,4,4,4,2,3,1
3,5,3,4,1,5,4,5,2,3,3,5,4,4,5,3,5,2,4,3,5,3,5,4,3,3,3,5,3,5,3,5,3,3,3,4,3,5,2,3,1
4,5,2,3,2,5,4,5,3,3,4,5,3,5,4,4,5,2,3,2,4,2,4,4,3,3,4,4,3,5,4,4,3,3,3,4,4,4,2,4,1
4,5,3,4,1,4,4,4,2,3,3,5,3,5,5,3,4,1,3,3,4,2,5,3,3,4,3,5,4,4,4,4,2,4,4,4,3,5,2,4,1
4,4,3,4,1,5,4,5,3,3,4,4,4,5,5,4,5,2,3,2,5,2,4,3,3,4,3,5,3,5,4,4,2,4,4,3,3,5,1,3,1
3,5,2,3,2,5,3,4,3,4,3,4,4,5,4,3,5,2,3,3,5,2,4,3,3,4,4,4,4,5,3,4,2,4,4,3,4,5,1,3,1
3,4,3,4,2,5,3,4,3,3,3,4,3,5,5,4,5,2,3,2,4,2,4,4,4,3,4,4,3,5,4,5,2,4,4,3,3,4,1,4,1
3,4,2,4,2,4,3,4,2,3,3,4,4,4,4,4,4,2,4,3,4,2,4,4,4,3,4,4,3,5,4,5,3,3,4,3,4,4,2,3,1
3,4,2,4,2,4,3,4,2,3,4,5,3,5,5,4,5,1,4,3,5,3,5,3,3,3,4,5,3,4,4,4,2,4,4,3,4,5,2,3,1
3,4,2,3,2,5,3,5,3,3,3,5,3,4,5,3,5,1,3,2,5,2,4,4,3,3,4,4,3,5,3,4,3,4,4,3,3,4,1,4,1
3,4,2,3,1,4,3,4,3,3,3,4,4,4,5,3,4,1,3,2,5,3,4,4,4,3,4,5,3,5,4,4,2,3,4,4,3,4,2,3,1
4,5,3,4,2,5,4,4,3,4,4,5,3,5,5,4,5,2,3,2,4,3,5,4,3,4,3,4,3,4,4,5,3,3,3,4,3,4,2,4,1
3,5,2,3,1,5,4,5,3,3,3,4,4,4,5,4,5,1,3,3,5,3,4,3,3,3,3,4,4,4,4,4,3,3,4,3,3,4,2,4,1
4,4,2,3,1,5,3,5,3,3,3,4,4,5,4,3,4,1,3,2,4,3,4,3,4,3,3,4,4,5,3,5,2,4,3,4,3,4,2,4,1
4,4,2,4,1,5,4,4,3,4,3,5,3,4,4,4,5,1,4,2,4,3,5,3,3,3,4,5,3,4,3,4,2,3,4,4,4,5,2,3,1
4,4,3,4,1,4,4,5,2,3,3,5,4,5,4,4,5,2,3,2,5,2,4,4,3,3,3,5,4,5,4,4,3,4,3,3,3,4,1,4,1
3,4,2,4,2,4,4,4,3,4,3,4,3,4,5,3,4,2,3,2,5,3,5,3,3,3,4,5,3,4,4,4,3,4,3,4,3,4,1,3,1
4,4,3,3,1,4,3,4,3,3,4,4,3,5,5,4,5,1,4,3,4,2,4,3,4,3,3,5,4,5,3,5,2,3,4,3,3,4,1,3,1
3,4,2,3,2,5,3,5,3,4,3,5,4,5,5,4,5,1,4,3,5,3,5,4,4,3,3,5,4,4,3,5,2,4,4,3,3,4,2,4,1
4,5,3,4,1,5,3,4,2,4,3,5,4,5,4,3,5,1,3,2,5,2,4,4,4,4,4,5,3,4,4,5,2,3,3,3,4,4,1,4,1
4,5,3,4,1,4,3,4,3,3,4,4,3,5,5,4,5,2,4,2,4,2,4,4,3,4,3,5,3,4,4,5,3,3,3,3,4,4,1,3,1
3,4,2,4,2,5,4,5,3,4,4,4,3,5,5,3,5,2,3,2,5,2,4,4,3,4,4,5,4,5,4,5,2,3,3,3,4,5,1,4,1
3,4,2,4,1,4,3,5,3,4,3,4,4,5,4,4,5,1,4,3,4,3,4,3,3,4,3,4,3,4,4,5,2,3,3,3,4,4,1,3,1
3,5,2,3,1,4,4,4,3,4,4,4,3,5,5,4,4,1,3,2,4,2,4,3,3,4,4,4,3,5,4,5,3,4,4,3,3,5,1,3,1
3,5,3,3,2,5,3,4,3,4,4,5,4,4,5,4,5,2,3,3,4,2,5,4,3,4,4,5,4,5,3,4,3,4,3,3,4,5,2,4,1
3,5,3,3,1,5,4,4,2,4,4,5,3,5,5,4,4,2,4,2,4,3,5,3,3,3,3,4,3,4,4,5,2,3,4,3,3,4,1,4,1
3,4,2,3,1,5,4,4,3,3,4,5,3,5,4,3,4,1,3,3,5,2,4,4,4,4,4,5,4,5,3,5,2,4,4,4,4,4,1,3,1
3,4,3,4,2,4,3,4,3,4,3,4,3,5,4,3,4,1,3,2,4,2,5,4,3,3,4,4,4,5,3,5,3,3,4,4,4,5,1,3,1
3,4,2,4,1,5,3,5,3,4,4,5,3,4,5,3,5,2,4,3,4,2,4,4,4,3,3,5,4,5,4,4,2,4,4,4,3,4,1,4,1
3,4,2,4,2,4,4,4,2,3,4,4,3,4,5,4,5,2,3,2,4,2,4,4,3,4,4,5,4,5,4,5,2,3,3,3,4,4,2,3,1
4,4,3,4,2,4,3,4,3,4,4,4,3,4,4,3,5,2,3,3,5,2,4,4,3,3,3,5,3,4,3,5,2,3,4,3,4,4,2,4,1
4,4,2,4,1,5,3,5,3,4,3,5,4,5,4,4,4,2,4,2,5,2,4,4,4,3,4,5,4,5,4,5,3,4,3,3,3,5,2,3,1
4,5,3,3,1,5,4,5,2,3,4,4,3,5,5,4,4,1,4,2,5,2,5,3,3,3,4,5,3,4,3,5,2,4,4,3,4,5,1,4,1
4,5,3,4,2,4,4,4,3,3,3,5,3,5,5,4,5,1,4,2,4,2,5,3,3,3,3,4,3,4,4,4,3,3,4,4,3,5,1,3,1
4,4,3,4,2,5,4,4,2,3,4,4,3,5,5,4,4,2,4,3,4,3,4,4,3,3,4,4,3,4,3,4,2,4,4,3,4,4,2,4,1
3,5,2,3,1,4,4,4,3,3,3,5,4,4,5,3,5,2,4,2,5,3,4,3,4,3,4,5,3,4,3,5,3,3,3,3,3,5,1,3,1
3,5,2,4,2,5,4,4,2,4,3,4,4,4,5,4,4,1,4,2,4,2,4,4,4,3,4,5,4,4,4,5,3,3,3,4,3,4,2,3,1
3,4,3,4,1,4,4,4,2,3,4,5,3,5,4,4,5,2,3,2,5,3,4,4,4,3,4,5,4,4,4,5,2,3,4,3,4,5,1,3,1
3,4,2,3,2,4,3,4,2,4,3,4,3,5,5,3,5,2,4,2,5,3,5,3,3,4,4,5,3,4,3,5,3,4,3,3,3,4,2,3,1
4,5,3,3,2,4,3,5,2,4,4,4,4,5,5,3,5,1,4,3,4,3,5,4,3,4,3,5,4,5,3,5,2,3,4,3,4,4,2,4,1
3,5,2,4,1,4,4,5,2,4,3,5,3,4,4,3,5,1,3,2,5,3,4,4,3,4,3,5,3,5,3,5,3,4,3,3,4,4,2,4,1
3,5,3,3,1,4,3,5,2,3,3,5,4,4,4,3,4,2,3,3,5,2,4,3,3,3,4,4,4,5,4,5,3,3,4,4,4,5,1,3,1
3,5,3,3,2,4,3,5,2,3,4,5,3,4,4,4,4,1,4,3,4,2,4,3,3,4,4,5,3,4,3,5,2,3,4,4,4,5,2,3,1
3,5,2,4,1,5,3,5,2,3,3,4,4,4,4,3,4,1,3,3,4,2,5,3,4,3,4,5,3,4,3,5,2,4,3,3,4,4,1,3,1
4,4,2,3,2,4,4,5,3,3,3,4,3,4,5,4,4,1,3,3,5,3,4,4,4,3,3,4,3,5,4,5,3,3,3,4,3,5,2,3,1
4,4,3,4,2,4,3,4,3,3,4,5,3,5,5,3,5,1,3,3,5,3,5,3,4,3,4,4,4,5,4,4,3,4,4,4,3,5,2,3,1
4,4,2,3,1,5,3,4,3,4,3,4,3,5,4,3,4,1,3,3,5,3,4,3,3,4,4,4,3,4,4,5,3,3,4,3,3,4,2,4,1
3,4,3,3,2,5,3,4,2,4,4,4,4,4,4,4,4,2,3,2,4,3,5,4,3,3,3,5,3,4,4,5,3,4,3,4,3,5,1,4,1
4,5,3,4,1,4,4,5,3,4,4,4,4,4,5,4,4,1,4,3,4,2,4,4,3,4,3,4,4,5,4,4,2,4,3,3,4,5,2,3,1
4,4,2,3,2,5,3,5,3,4,4,5,3,5,4,4,4,2,3,3,4,2,4,4,3,4,3,4,4,5,3,5,3,3,3,3,4,4,1,4,1
4,4,3,4,2,4,4,5,3,4,3,5,3,5,4,3,5,1,3,2,5,2,4,3,3,3,4,5,3,5,3,5,3,4,3,4,4,5,1,4,1
3,4,3,4,1,4,3,5,2,3,3,5,4,5,5,3,5,2,4,3,4,3,5,4,4,4,3,5,4,5,3,4,3,4,4,4,4,5,2,3,1
3,5,2,3,1,4,3,5,2,4,3,5,4,5,5,3,4,1,4,3,5,2,4,4,3,3,3,4,4,5,3,4,3,4,3,3,3,4,2,3,1
4,5,3,4,1,4,3,4,2,3,4,5,3,5,4,4,5,2,4,3,4,2,4,3,4,3,3,5,4,4,3,4,2,3,3,4,4,4,2,3,1
3,4,2,4,2,4,4,5,3,4,4,5,3,4,4,4,4,1,4,2,4,3,5,3,4,4,3,5,4,5,4,4,3,3,3,4,4,5,2,4,1
4,4,3,4,1,5,3,4,2,4,4,4,3,5,5,4,4,2,3,3,5,2,4,4,3,4,4,4,4,4,3,4,3,4,3,3,3,5,2,3,1
4,5,3,4,2,4,3,5,2,3,4,4,3,5,4,4,4,1,4,3,5,3,4,4,4,4,4,4,3,4,4,4,2,3,4,4,3,5,1,4,1
4,4,2,4,2,4,4,4,3,3,4,5,4,5,4,3,5,1,3,2,4,2,5,4,4,3,3,4,4,5,4,5,3,4,3,3,3,4,2,3,1
3,4,2,4,2,4,3,5,2,3,4,4,4,4,4,4,5,1,3,3,4,2,5,4,3,4,4,4,4,5,3,5,3,4,4,4,4,4,1,4,1
3,5,3,4,1,4,3,5,2,3,4,4,3,4,5,4,4,2,4,2,5,2,5,4,3,3,4,5,4,4,4,5,2,3,3,4,4,5,2,3,1
4,5,2,4,1,5,3,5,2,4,4,5,4,4,4,3,5,2,3,2,5,3,4,4,3,4,3,4,3,5,4,4,2,3,4,3,3,5,2,3,1
4,5,3,3,2,4,3,4,3,4,4,5,4,4,4,3,5,2,4,3,4,2,4,3,4,3,4,4,3,4,3,5,2,3,4,3,3,4,1,3,1
3,4,3,4,1,4,3,5,3,3,3,5,3,4,4,4,4,2,4,2,5,3,5,3,3,3,4,4,4,5,3,5,3,4,3,4,4,4,2,4,1
3,4,3,3,1,5,4,5,2,3,3,5,3,5,5,4,5,2,4,3,5,2,5,4,4,4,3,4,3,5,4,4,3,4,3,3,4,4,2,3,1
3,4,2,4,2,5,3,5,2,4,3,4,4,5,5,4,5,1,4,2,5,2,4,4,3,3,4,4,3,4,4,5,2,4,4,3,4,5,2,3,1
3,5,3,4,1,4,3,5,3,4,4,5,3,4,4,3,5,2,3,3,4,3,4,3,3,3,3,5,3,4,4,5,2,3,4,4,3,5,1,3,1
4,5,2,4,1,5,3,5,3,4,4,5,4,4,5,3,4,1,4,2,4,2,4,3,3,4,3,4,3,4,4,5,3,4,4,4,3,4,1,3,1
